,edibility,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,veilColor,ringNumber,ringType,sporePrintColor,population,habitat
1682,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,2,5,0
1683,1.0,5,0,3,1,5,1,0,0,9,1,0,2,2,6,7,2,1,4,3,4,0
1684,0.0,5,0,4,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,2,4,0
1685,0.0,5,2,8,1,6,1,0,1,7,0,2,2,2,7,7,2,1,4,2,4,1
1686,0.0,5,0,4,0,5,1,1,0,4,1,2,2,2,7,7,2,1,0,2,3,1
1687,0.0,5,3,4,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,3,4,0
1688,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,5,0
1689,0.0,2,3,4,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,3,3,1
1690,,5,0,3,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,2,5,0
1691,0.0,5,0,3,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,2,3,1
1692,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,3,3,2,1,4,2,4,0
1693,0.0,2,0,4,0,5,1,1,0,4,1,2,0,2,7,7,2,1,0,3,3,1
1694,0.0,2,2,8,0,5,1,1,0,3,1,2,0,0,7,7,2,1,0,3,0,1
1695,0.0,2,2,4,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,2,3,1
1696,0.0,5,3,2,1,5,1,0,0,10,1,0,2,2,7,3,2,1,4,3,4,0
1697,0.0,2,2,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,3,1
1698,0.0,2,0,4,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,3,4,0
1699,0.0,2,2,8,0,5,1,1,0,3,1,2,2,2,7,7,2,1,0,2,3,1
1700,0.0,5,0,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,0,1
1701,0.0,2,0,4,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,3,3,1
1702,0.0,5,2,4,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,2,4,5
1703,1.0,5,0,4,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,2,5,0
1704,0.0,2,2,4,0,5,1,1,0,4,1,2,0,2,7,7,2,1,0,3,3,1
1705,0.0,2,3,8,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,3,3,1
1706,0.0,5,0,4,1,5,1,0,0,5,1,0,2,2,6,3,2,1,4,3,4,0
1707,1.0,5,0,3,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,3,5,0
1708,0.0,2,0,4,0,5,1,1,0,7,1,2,0,0,7,7,2,1,0,3,0,1
1709,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,4,0
1710,0.0,2,0,8,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,3,3,1
1711,0.0,5,0,8,0,5,1,1,0,3,1,2,0,0,7,7,2,1,0,2,3,1
1712,0.0,5,3,8,1,3,1,0,0,4,0,1,2,2,7,7,2,1,4,2,2,3
1713,0.0,5,2,8,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,3,3,1
1714,0.0,5,3,3,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,3,4,0
1715,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,3,7,2,1,4,2,5,0
1716,0.0,5,2,3,0,5,1,1,0,5,1,2,0,2,7,7,2,1,0,3,0,1
1717,0.0,2,3,8,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,3,3,5
1718,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,7,6,2,1,4,3,4,0
1719,0.0,2,2,4,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,2,3,5
1720,0.0,2,3,4,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,3,4,1
1721,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,6,6,2,1,4,3,4,0
1722,0.0,2,2,4,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,3,0,1
1723,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,3,5,0
1724,0.0,5,0,4,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,2,0,1
1725,1.0,5,0,4,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,3,5,0
1726,0.0,2,2,4,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,3,3,1
1727,0.0,2,0,4,0,5,1,1,0,7,1,2,2,0,7,7,2,1,0,2,0,1
1728,,5,2,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,0,1
1729,0.0,5,2,4,0,5,1,1,0,4,1,2,2,0,7,7,2,1,0,2,3,1
1730,0.0,5,0,4,1,5,1,0,0,10,1,0,2,2,3,3,2,1,4,3,4,0
1731,1.0,5,3,2,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,4,0
1732,0.0,2,2,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,0,1
1733,0.0,5,0,4,1,5,1,0,0,10,1,0,2,2,3,3,2,1,4,2,5,0
1734,1.0,2,3,8,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,3,4,5
1735,0.0,2,2,4,1,6,1,0,1,7,0,2,2,2,7,7,2,1,4,2,3,1
1736,0.0,2,0,8,0,5,1,1,0,3,1,2,0,2,7,7,2,1,0,3,3,1
1737,0.0,2,0,4,0,5,1,1,0,5,1,2,0,0,7,7,2,1,0,2,0,1
1738,0.0,2,2,4,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,3,4,1
1739,1.0,5,2,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,3,0,1
1740,0.0,5,0,4,0,5,1,1,0,5,1,2,2,0,7,7,2,1,0,2,3,1
1741,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,2,4,0
1742,0.0,2,0,4,0,5,1,1,0,4,1,2,2,2,7,7,2,1,0,2,0,1
1743,0.0,5,0,8,0,5,1,1,0,4,1,2,2,2,7,7,2,1,0,3,3,1
1744,,2,2,3,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,3,0,1
1745,1.0,2,0,8,0,5,1,1,0,3,1,2,0,2,7,7,2,1,0,2,3,1
1746,0.0,2,2,9,1,0,1,1,1,5,1,0,2,2,7,7,2,1,4,3,4,0
1747,0.0,2,0,8,1,0,1,1,1,5,1,0,2,2,7,7,2,1,4,3,4,0
1748,1.0,2,0,4,0,5,1,1,0,7,1,2,2,0,7,7,2,1,0,3,0,1
1749,0.0,5,0,4,1,5,1,0,0,9,1,0,2,2,7,7,2,1,4,3,5,0
1750,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,3,6,2,1,4,2,5,0
1751,,5,0,4,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,3,5,0
1752,0.0,5,0,4,0,5,1,1,0,4,1,2,2,0,7,7,2,1,0,2,3,1
1753,0.0,5,0,3,1,5,1,0,0,9,1,0,2,2,7,7,2,1,4,3,5,0
1754,1.0,5,0,4,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,2,4,0
1755,0.0,5,0,3,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,2,0,1
1756,0.0,5,0,4,1,5,1,0,0,5,1,0,2,2,7,6,2,1,4,3,4,0
1757,0.0,5,2,4,0,5,1,1,0,3,1,2,0,0,7,7,2,1,0,2,0,1
1758,0.0,0,3,8,1,3,1,0,0,4,0,1,2,2,7,7,2,1,4,2,3,3
1759,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,2,4,0
1760,0.0,2,2,4,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,3,3,1
1761,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,2,5,0
1762,0.0,2,3,4,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,5,0
1763,0.0,5,3,3,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,2,4,0
1764,0.0,5,2,3,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,3,0,1
1765,1.0,5,2,4,0,5,1,1,0,4,1,2,0,2,7,7,2,1,0,2,3,1
1766,0.0,5,0,3,0,5,1,1,0,7,1,2,0,0,7,7,2,1,0,3,0,1
1767,0.0,5,2,3,0,5,1,1,0,5,1,2,2,2,7,7,2,1,0,2,0,1
1768,0.0,5,3,2,1,5,1,0,0,10,1,0,2,2,7,6,2,1,4,2,5,0
1769,,2,0,3,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,3,5,0
1770,0.0,2,0,4,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,5,0
1771,0.0,5,0,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,3,3,1
1772,0.0,2,2,4,0,5,1,1,0,5,1,2,2,0,7,7,2,1,0,3,3,1
1773,0.0,5,0,8,0,5,1,1,0,5,1,2,2,2,7,7,2,1,0,2,3,1
1774,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,3,4,0
1775,0.0,5,0,4,0,5,1,1,0,3,1,2,0,2,7,7,2,1,0,2,3,1
1776,0.0,5,3,4,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,2,4,0
1777,1.0,2,0,3,1,5,1,0,0,5,1,0,2,2,7,6,2,1,4,3,5,0
1778,1.0,5,0,8,0,5,1,1,0,4,1,2,0,2,7,7,2,1,0,3,0,1
1779,0.0,5,3,8,1,0,1,0,0,4,0,1,2,2,7,7,2,1,4,2,3,3
1780,0.0,5,2,4,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,3,3,1
1781,0.0,2,2,8,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,3,0,1
1782,0.0,2,0,4,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,4,0
1783,1.0,2,0,8,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,3,1
1784,0.0,5,0,3,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,3,4,0
1785,0.0,5,0,4,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,5,0
1786,1.0,5,0,8,0,5,1,1,0,7,1,2,2,0,7,7,2,1,0,3,0,1
1787,0.0,5,2,8,1,0,1,0,0,5,0,1,2,2,7,7,2,1,4,2,2,3
1788,0.0,2,2,3,0,5,1,1,0,5,1,2,0,2,7,7,2,1,0,3,3,1
1789,0.0,2,3,4,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,3,4,1
1790,1.0,2,0,3,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,3,3,1
1791,0.0,5,0,4,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,3,4,0
1792,0.0,5,0,8,0,5,1,1,0,5,1,2,2,0,7,7,2,1,0,3,3,1
1793,0.0,5,3,4,1,5,1,0,0,9,1,0,2,2,6,7,2,1,4,2,4,0
1794,0.0,5,3,2,1,5,1,0,0,7,1,0,2,2,6,6,2,1,4,3,4,0
1795,1.0,2,2,4,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,2,4,5
1796,0.0,2,2,3,0,5,1,1,0,7,1,2,2,2,7,7,2,1,0,3,0,1
1797,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,7,3,2,1,4,2,5,0
1798,1.0,2,0,3,1,5,1,0,0,5,1,0,2,2,3,6,2,1,4,2,5,0
1799,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,7,3,2,1,4,2,4,0
1800,0.0,5,0,3,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,3,5,0
1801,0.0,5,0,4,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,2,5,0
1802,0.0,5,2,8,1,6,1,0,1,7,0,2,2,2,7,7,2,1,4,3,4,5
1803,0.0,5,2,9,1,3,1,0,0,4,0,1,2,2,7,7,2,1,4,2,2,3
1804,0.0,5,0,4,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,3,4,0
1805,0.0,2,3,4,1,5,1,0,0,10,1,0,2,2,7,7,2,1,4,3,5,0
1806,0.0,5,2,3,0,5,1,1,0,5,1,2,0,0,7,7,2,1,0,3,3,1
1807,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,3,5,0
1808,0.0,5,0,3,0,5,1,1,0,4,1,2,0,2,7,7,2,1,0,3,3,1
1809,0.0,2,2,8,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,3,3,1
1810,1.0,5,0,4,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,3,4,0
1811,0.0,2,0,4,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,3,4,0
1812,1.0,2,0,3,0,5,1,1,0,5,1,2,2,0,7,7,2,1,0,2,3,1
1813,0.0,2,0,3,0,5,1,1,0,5,1,2,2,2,7,7,2,1,0,2,3,1
1814,0.0,2,0,4,0,5,1,1,0,3,1,2,0,0,7,7,2,1,0,3,3,1
1815,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,2,5,0
1816,1.0,5,0,2,1,5,1,0,0,5,1,0,2,2,6,3,2,1,4,3,5,0
1817,0.0,2,3,4,1,6,1,0,1,7,0,2,2,2,7,7,2,1,4,2,3,5
1818,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,4,0
1819,0.0,5,2,8,0,5,1,1,0,4,1,2,2,0,7,7,2,1,0,3,0,1
1820,0.0,0,2,8,1,0,1,0,0,2,0,1,2,2,7,7,2,1,4,3,3,3
1821,0.0,5,2,8,0,5,1,1,0,3,1,2,0,0,7,7,2,1,0,3,3,1
1822,1.0,2,0,4,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,2,3,1
1823,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,2,5,0
1824,0.0,2,0,3,1,5,1,0,0,5,1,0,2,2,7,7,2,1,4,3,4,0
1825,0.0,5,0,3,0,5,1,1,0,7,1,2,0,2,7,7,2,1,0,2,3,1
1826,0.0,5,2,8,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,2,3,1
1827,0.0,5,2,4,0,5,1,1,0,4,1,2,2,2,7,7,2,1,0,3,0,1
1828,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,2,5,0
1829,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,4,0
1830,0.0,5,3,4,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,3,4,0
1831,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,3,5,0
1832,0.0,2,0,4,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,3,5,0
1833,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,3,3,2,1,4,2,5,0
1834,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,4,0
1835,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,6,6,2,1,4,2,5,0
1836,0.0,5,0,3,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,2,4,0
1837,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,2,4,0
1838,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,3,7,2,1,4,2,4,0
1839,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,3,4,0
1840,0.0,5,2,8,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,3,4,1
1841,0.0,5,0,2,1,5,1,0,0,5,1,0,2,2,6,3,2,1,4,3,4,0
1842,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,2,4,0
1843,1.0,5,0,4,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,3,5,0
1844,0.0,5,3,2,1,5,1,0,0,10,1,0,2,2,7,3,2,1,4,2,5,0
1845,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,3,6,2,1,4,2,4,0
1846,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,2,4,0
1847,0.0,5,3,3,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,2,4,0
1848,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,5,0
1849,0.0,2,3,2,1,5,1,0,0,5,1,0,2,2,7,7,2,1,4,3,5,0
1850,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,2,4,0
1851,0.0,5,0,4,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,2,4,0
1852,0.0,2,3,3,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,2,4,0
1853,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,3,4,0
1854,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,3,5,0
1855,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,7,6,2,1,4,2,4,0
1856,0.0,5,0,3,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,1
1857,0.0,2,2,8,1,6,1,0,1,7,0,2,2,2,7,7,2,1,4,2,3,1
1858,1.0,5,0,2,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,4,0
1859,0.0,5,0,8,0,5,1,1,0,3,1,2,2,2,7,7,2,1,0,3,3,1
1860,0.0,5,3,4,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,4,0
1861,0.0,2,0,4,1,5,1,0,0,5,1,0,2,2,3,7,2,1,4,3,5,0
1862,0.0,5,0,4,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,3,4,0
1863,0.0,5,3,3,1,5,1,0,0,9,1,0,2,2,6,7,2,1,4,3,5,0
1864,0.0,5,3,3,1,5,1,0,0,10,1,0,2,2,3,7,2,1,4,3,4,0
1865,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,2,4,0
1866,0.0,5,3,4,1,5,1,0,0,5,1,0,2,2,7,3,2,1,4,3,5,0
1867,0.0,5,0,3,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,2,5,0
1868,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,2,4,0
1869,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,2,4,0
1870,0.0,5,3,4,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,3,5,0
1871,0.0,5,3,2,1,5,1,0,0,5,1,0,2,2,7,7,2,1,4,2,5,0
1872,0.0,2,3,4,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,4,0
1873,0.0,2,3,4,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,4,0
1874,0.0,5,3,4,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,3,4,0
1875,0.0,2,2,4,1,6,1,0,1,5,0,2,2,2,7,7,2,1,4,3,4,5
1876,0.0,2,0,2,1,5,1,0,0,9,1,0,2,2,7,7,2,1,4,3,5,0
1877,0.0,5,2,8,1,6,1,0,1,10,0,2,2,2,7,7,2,1,4,2,3,1
1878,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,2,5,0
1879,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,5,0
1880,0.0,5,3,4,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,3,4,0
1881,0.0,2,0,2,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,4,0
1882,0.0,5,0,2,1,5,1,0,0,5,1,0,2,2,7,3,2,1,4,3,5,0
1883,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,3,4,0
1884,0.0,5,3,4,1,5,1,0,0,5,1,0,2,2,6,3,2,1,4,3,5,0
1885,0.0,2,0,4,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,3,4,0
1886,0.0,2,0,4,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,3,5,0
1887,1.0,5,0,2,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,2,4,0
1888,0.0,5,0,4,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,2,5,0
1889,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,3,5,0
1890,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,2,4,0
1891,0.0,5,3,4,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,2,5,0
1892,0.0,2,0,4,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,3,5,0
1893,0.0,5,0,2,1,5,1,0,0,5,1,0,2,2,7,6,2,1,4,3,5,0
1894,0.0,5,3,2,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,3,5,0
1895,0.0,5,0,3,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,2,5,0
1896,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,2,5,0
1897,0.0,5,3,2,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,3,4,0
1898,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,2,4,0
1899,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,3,4,0
1900,0.0,2,0,3,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,3,4,0
1901,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,3,7,2,1,4,2,4,0
1902,0.0,5,3,2,1,5,1,0,0,5,1,0,2,2,7,3,2,1,4,3,5,0
1903,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,2,4,0
1904,0.0,2,0,4,1,5,1,0,0,10,1,0,2,2,3,7,2,1,4,2,5,0
1905,0.0,5,3,2,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,4,0
1906,0.0,5,0,3,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,5,0
1907,0.0,5,3,3,1,5,1,0,0,9,1,0,2,2,6,7,2,1,4,2,5,0
1908,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,3,5,0
1909,0.0,5,3,4,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,3,4,0
1910,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,3,5,0
1911,0.0,5,3,2,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,2,4,0
1912,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,4,0
1913,0.0,2,3,4,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,2,5,0
1914,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,2,5,0
1915,,5,0,2,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,5,0
1916,1.0,5,0,3,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,2,4,0
1917,0.0,5,0,3,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,4,0
1918,0.0,5,0,4,1,5,1,0,0,9,1,0,2,2,6,7,2,1,4,2,4,0
1919,0.0,5,0,3,1,5,1,0,0,10,1,0,2,2,7,3,2,1,4,2,5,0
1920,0.0,5,2,3,0,5,1,1,0,4,1,2,2,2,7,7,2,1,0,3,3,1
1921,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,2,5,0
1922,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,2,5,0
1923,0.0,5,3,2,1,5,1,0,0,5,1,0,2,2,3,7,2,1,4,3,4,0
1924,0.0,2,0,3,1,5,1,0,0,5,1,0,2,2,3,6,2,1,4,2,4,0
1925,0.0,5,0,3,1,5,1,0,0,9,1,0,2,2,7,6,2,1,4,2,5,0
1926,0.0,5,0,3,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,3,4,0
1927,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,3,5,0
1928,0.0,5,2,8,0,5,1,1,0,7,1,2,2,0,7,7,2,1,0,3,0,1
1929,0.0,5,0,4,1,5,1,0,0,10,1,0,2,2,3,7,2,1,4,3,5,0
1930,1.0,2,0,4,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,2,4,0
1931,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,5,0
1932,0.0,5,3,3,1,5,1,0,0,10,1,0,2,2,7,7,2,1,4,2,5,0
1933,0.0,5,0,2,1,5,1,0,0,9,1,0,2,2,7,7,2,1,4,3,4,0
1934,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,2,4,0
1935,0.0,5,0,4,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,2,5,0
1936,,2,3,3,1,5,1,0,0,10,1,0,2,2,7,7,2,1,4,2,5,0
1937,0.0,5,3,3,1,5,1,0,0,10,1,0,2,2,6,6,2,1,4,3,4,0
1938,0.0,5,3,4,1,5,1,0,0,7,1,0,2,2,3,6,2,1,4,3,5,0
1939,0.0,2,0,3,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,4,0
1940,0.0,5,3,2,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,2,5,0
1941,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,3,4,0
1942,0.0,5,3,4,1,5,1,0,0,10,1,0,2,2,7,3,2,1,4,3,4,0
1943,0.0,5,0,3,1,5,1,0,0,10,1,0,2,2,3,7,2,1,4,3,5,0
1944,0.0,2,0,4,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,3,4,0
1945,1.0,5,3,4,1,5,1,0,0,5,1,0,2,2,6,7,2,1,4,2,4,0
1946,0.0,5,3,4,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,2,4,0
1947,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,3,4,0
1948,0.0,2,0,3,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,2,4,0
1949,0.0,5,3,2,1,5,1,0,0,5,1,0,2,2,7,7,2,1,4,3,4,0
1950,0.0,5,3,2,1,5,1,0,0,9,1,0,2,2,3,3,2,1,4,3,4,0
1951,0.0,2,0,4,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,3,5,0
1952,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,2,4,0
1953,0.0,5,0,2,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,3,5,0
1954,0.0,5,0,8,0,5,1,1,0,4,1,2,0,0,7,7,2,1,0,3,3,1
1955,1.0,5,3,3,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,5,0
1956,0.0,5,0,2,1,5,1,0,0,7,1,0,2,2,3,7,2,1,4,2,4,0
1957,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,3,4,0
1958,0.0,5,0,2,1,5,1,0,0,10,1,0,2,2,7,6,2,1,4,2,4,0
1959,1.0,5,0,3,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,5,0
1960,0.0,2,3,2,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,4,0
1961,0.0,2,3,3,1,5,1,0,0,7,1,0,2,2,6,3,2,1,4,2,4,0
1962,0.0,5,3,2,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,2,5,0
1963,0.0,5,3,3,1,5,1,0,0,7,1,0,2,2,7,3,2,1,4,3,5,0
1964,0.0,2,0,3,0,5,1,1,0,3,1,2,2,0,7,7,2,1,0,2,3,1
