,edibility,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,veilColor,ringNumber,ringType,sporePrintColor,population,habitat
1128,e,x,f,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,a,g
1129,p,f,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,u
1130,e,x,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1131,p,x,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,g
1132,e,f,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1133,e,x,y,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,n,g
1134,e,x,f,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
1135,e,x,f,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
1136,e,b,y,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,s,g
1137,e,f,f,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
1138,e,x,s,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
1139,e,f,f,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1140,e,x,f,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d
1141,e,f,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
1142,e,x,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,a,g
1143,e,x,s,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,a,g
1144,e,x,f,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
1145,e,f,s,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,s,g
1146,e,x,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1147,e,x,f,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1148,e,f,s,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
1149,e,f,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,a,g
1150,e,f,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,y,p
1151,p,x,y,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
1152,e,f,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
1153,p,x,y,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,v,g
1154,e,b,y,w,t,a,f,c,b,k,e,s,s,w,w,w,o,p,n,s,m
1155,e,x,s,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,s,g
1156,e,f,f,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1157,e,f,f,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,n,s,g
1158,e,f,s,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,s,g
1159,e,b,y,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
1160,e,x,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
1161,e,x,f,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,v,d
1162,e,x,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,s,p
1163,e,x,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,s,g
1164,e,b,s,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
1165,p,x,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,g
1166,e,x,f,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d
1167,e,f,s,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,s,g
1168,e,b,s,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
1169,e,x,s,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
1170,e,x,f,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d
1171,e,f,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,a,g
1172,e,x,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
1173,e,x,f,g,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
1174,e,x,f,g,f,n,f,c,n,p,e,s,s,w,w,w,o,p,k,y,u
1175,e,b,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
1176,e,f,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,n,v,u
1177,e,x,f,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1178,e,f,y,n,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,s,p
1179,e,x,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,y,p
1180,e,x,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,y,g
1181,e,f,f,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
1182,e,x,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
1183,e,x,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,s,g
1184,e,f,s,w,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,a,g
1185,e,f,s,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,a,g
1186,p,f,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,u
1187,e,x,y,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,s,g
1188,e,x,f,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
1189,e,x,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
1190,e,x,s,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,s,m
1191,e,x,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
1192,e,f,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,p
1193,e,b,s,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,n,g
1194,p,x,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,g
1195,e,x,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,s,g
1196,e,b,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
1197,e,x,s,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,n,g
1198,e,b,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,s,m
1199,e,x,y,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,n,g
1200,e,x,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
1201,e,b,s,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,k,n,g
1202,e,f,s,n,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
1203,p,f,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,s,g
1204,e,f,s,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
1205,e,f,f,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,a,g
1206,p,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,u
1207,e,f,s,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
1208,e,x,f,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
1209,e,x,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,a,g
1210,e,f,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
1211,e,f,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,y,g
1212,e,x,f,g,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,a,g
1213,e,x,f,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,a,g
1214,p,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
1215,e,x,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,a,g
1216,e,f,f,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,s,g
1217,e,f,f,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,a,g
1218,e,f,f,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1219,e,x,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,s,g
1220,e,x,s,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1221,e,x,f,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
1222,e,f,f,n,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,s,g
1223,e,f,s,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
1224,e,x,f,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
1225,e,x,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d
1226,e,x,f,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
1227,p,x,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,g
1228,e,x,y,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,y,d
1229,e,x,f,n,f,n,f,w,b,n,t,s,f,w,w,w,o,e,n,s,g
1230,p,f,y,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,g
1231,e,f,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,a,g
1232,e,x,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,a,g
1233,e,f,s,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1234,e,f,f,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,a,g
1235,e,f,s,g,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
1236,e,f,f,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
1237,e,x,s,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
1238,e,x,s,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
1239,p,f,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,u
1240,e,x,s,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
1241,p,x,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,g
1242,p,f,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,u
1243,e,f,s,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
1244,e,x,f,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
1245,e,f,s,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
1246,e,x,s,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
1247,e,f,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1248,e,f,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
1249,e,x,y,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,y,d
1250,e,x,f,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d
1251,e,f,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1252,p,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,g
1253,p,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1254,e,x,s,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
1255,p,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1256,e,f,f,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
1257,e,f,s,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
1258,p,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
1259,p,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,g
1260,p,f,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
1261,p,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,g
1262,e,x,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,a,g
1263,e,x,f,n,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
1264,e,f,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
1265,e,f,f,g,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
1266,p,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
1267,e,x,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1268,e,x,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
1269,e,f,s,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
1270,e,x,s,w,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,s,g
1271,p,f,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,g
1272,e,f,f,n,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
1273,e,x,f,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
1274,p,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,u
1275,e,x,f,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
1276,e,f,f,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
1277,e,x,s,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,s,g
1278,e,f,s,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,s,g
1279,e,b,y,y,t,a,f,c,b,w,e,s,s,w,w,w,o,p,k,n,m
1280,e,x,s,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1281,e,x,f,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,s,g
1282,e,x,s,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
1283,e,x,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1284,e,f,f,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1285,p,x,y,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,s,u
1286,e,f,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,s,g
1287,e,x,f,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
1288,e,f,s,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1289,e,x,f,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
1290,e,x,f,g,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
1291,e,x,f,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1292,p,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
1293,p,f,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,g
1294,e,x,s,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
1295,e,x,f,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
1296,e,x,s,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,s,g
1297,e,x,y,y,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,s,p
1298,e,f,s,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1299,e,x,s,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,a,g
1300,e,x,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,a,g
1301,e,f,s,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
1302,e,x,f,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
1303,e,f,s,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1304,e,f,s,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,s,g
1305,e,f,f,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,s,g
1306,e,f,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
1307,e,f,s,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,a,g
1308,e,f,s,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
1309,e,f,f,w,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,s,g
1310,e,f,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
1311,p,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1312,e,x,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
1313,e,b,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
1314,e,f,f,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1315,e,f,s,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,s,g
1316,e,x,f,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,y,d
1317,e,b,s,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,s,m
1318,e,x,s,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
1319,e,f,f,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
1320,p,x,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,s,g
1321,e,f,f,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
1322,p,f,y,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,u
1323,e,x,s,n,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
1324,e,f,s,n,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1325,e,b,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,n,g
1326,e,f,s,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
1327,e,x,s,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1328,e,f,f,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,s,g
1329,e,x,f,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
1330,e,f,s,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,a,g
1331,p,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,g
1332,e,f,f,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
1333,e,f,s,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,a,g
1334,e,x,f,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,y,d
1335,e,x,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
1336,e,x,f,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,y,d
1337,e,x,y,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,g
1338,e,f,f,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,s,g
1339,e,x,s,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1340,e,f,f,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
1341,p,f,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,u
1342,e,f,f,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,y,d
1343,e,f,s,w,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
1344,e,f,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1345,p,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
1346,e,x,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
1347,e,x,f,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d
1348,e,x,y,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,v,d
1349,e,x,y,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d
1350,e,f,s,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1351,e,f,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,s,g
1352,e,f,s,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1353,e,x,s,n,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,a,g
1354,e,f,f,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1355,e,x,f,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,s,g
1356,e,f,f,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
1357,e,f,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
1358,e,f,s,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,s,g
1359,e,f,f,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
1360,p,f,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,u
1361,e,f,f,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
1362,e,f,s,w,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
1363,e,x,f,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
1364,e,f,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,s,g
1365,e,x,f,g,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1366,e,f,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,a,g
1367,e,x,f,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
1368,e,f,f,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
1369,e,f,f,n,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
1370,e,x,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
1371,e,x,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
1372,e,b,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,g
1373,p,x,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,g
1374,p,f,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,g
1375,e,f,f,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,s,g
1376,e,f,f,n,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
1377,p,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,g
1378,e,f,f,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
1379,p,x,s,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,u
1380,e,f,s,n,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,a,g
1381,p,f,y,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,u
1382,e,f,s,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1383,e,f,s,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1384,e,x,f,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1385,e,f,f,n,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,s,g
1386,e,x,f,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d
1387,e,x,f,n,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
1388,e,x,f,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
1389,e,x,f,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d
1390,e,x,s,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,s,g
1391,e,f,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1392,e,x,s,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,s,g
1393,e,f,f,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,s,g
1394,e,x,f,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
1395,e,x,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
1396,e,x,s,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,s,g
1397,e,f,s,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
1398,p,f,y,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1399,e,f,s,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,s,g
1400,e,f,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,n,y,g
1401,e,x,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
1402,e,f,s,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1403,e,x,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
1404,p,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
1405,e,x,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1406,e,x,s,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
1407,e,f,s,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,a,g
1408,e,f,s,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
1409,e,x,f,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,s,g
1410,e,f,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
1411,e,f,s,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,a,g
1412,e,x,f,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,n,a,g
1413,e,f,f,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
1414,e,f,f,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1415,e,x,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
1416,e,x,s,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1417,e,x,s,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,s,g
1418,e,f,s,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,a,g
1419,p,x,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,u
1420,e,x,s,w,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
1421,e,x,f,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d
1422,e,f,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
1423,e,x,s,g,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
1424,e,f,f,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
1425,e,f,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
1426,e,x,s,g,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,s,g
1427,e,f,y,n,t,l,f,c,b,n,e,s,y,w,w,w,o,p,k,s,p
1428,p,f,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,v,u
1429,e,x,s,n,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
1430,e,x,f,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
1431,p,f,y,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,g
1432,p,x,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,u
1433,p,f,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,u
1434,e,x,f,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d
1435,e,b,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,n,m
